vendedor,referencia_vendedor,fabricante,ref_fabricante,unidad_embalaje,descripcion,precio_unitario,fechaCompra,cantidad,total
AMIDATA S.A,221-4914,,,U,"Malla de desoldadura ITW Chemtronics 80-4-5, 1.5m, anch. 2.8mm",4.67,2016-06-10,2,9.34
AMIDATA S.A,508-6425,,,U,"Malla de desoldadura ITW Chemtronics 40-2-5, 1.5m, Libre de Plomo, anch. 1.5mm",4.05,2016-06-10,2,8.1
"BIELEC, S.L.",DOS138,,,U,XTRON 900 DISPENSADOR DE FLUIDOS,650.0,2016-05-27,1,650.0
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),565-2269-2,,,U,Enchufes y conectores de prueba PNL MT DBL BAN JK RD,3.5,2016-05-24,13,45.5
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref: 505-FKP3220/630/10. Condensadores de pelicula 220pF 630V 10% PCM7.5,0.34,2016-05-24,20,6.800000000000001
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),576-P6KE600A,,,U,Diodos TVS - Supresores de voltaje transitorio 512Vr 600W 0.75A 5%,0.44,2016-05-20,10,4.4
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),576-P6KE600CA,,,U,Diodos TVS - Supresores de voltaje transitorio 512Vr 600W 0.75A 5%,0.48,2016-05-20,10,4.8
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),576-1.5KE600A,,,U,Diodos TVS - Supresores de voltaje transitorio 1.5KE TVS Diode Axial,0.68,2016-05-20,10,6.800000000000001
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),576-1.5KE600CA,,,U,Diodos TVS - Supresores de voltaje transitorio 1.5KE TVS Diode Axial,0.68,2016-05-20,10,6.800000000000001
"FARNELL COMPONENTS, SL",9207120,,,U,"Transistor de Union Bipolar Unico, NPN, 40 V, 300 MHz, 1.2 W, 800 mA, 30",0.79,2016-05-12,25,19.75
"FARNELL COMPONENTS, SL",9206914,,,U,"Transistor de Union Bipolar Unico, PNP, -60 V, 200 MHz, 400 mW, -600 mA, 50",0.65,2016-05-12,25,16.25
"FARNELL COMPONENTS, SL",1516278,,,U,"Conector de Cable a Placa, Vertical, Serie XH, Agujero Pasante, Header, 4 Contactos, 2.5 mm",0.15,2016-05-12,20,3.0
"FARNELL COMPONENTS, SL",1516266,,,U,"Conector de Cable a Placa, Serie XH, Crimpado, Receptaculo, 4 Contactos, 2.5 mm",0.06,2016-05-12,20,1.2
"FARNELL COMPONENTS, SL",1516301,,,U,"Contacto, Hembra, 28 AWG, 22 AWG, Crimpado, Fosfuro de Bronce",0.04,2016-05-12,50,2.0
"FARNELL COMPONENTS, SL",2506350,,,U,"TERMINAL, CONEXION DE EMPALME, 22-14 AWG",0.13,2016-05-12,20,2.6
"FARNELL COMPONENTS, SL",587321,,,U,"CRIMP TERMINAL, BUTT, RED",0.18,2016-05-12,20,3.599999999999999
"FARNELL COMPONENTS, SL",1169171,,,U,"Rele de Proposito General, Serie 40, Potencia, DPDT, 240 VAC, 8 A",7.4,2016-05-12,2,14.8
"FARNELL COMPONENTS, SL",1469023,,,U,"V REG, 1A, 0.02%, 1.2-37V, 4SOT223",0.89,2016-05-12,5,4.45
"FARNELL COMPONENTS, SL",9756027,,,U,"V REG ADJ +1.2/37V, TO-220-3, 317",0.36,2016-05-12,10,3.599999999999999
"FARNELL COMPONENTS, SL",1907558,,,U,"Fuente de Alimentacion AC/DC, Modo de Conmutacion, Euro, 90 V, 264 V, 12 W, 15 V, 800 mA",39.64,2016-05-12,1,39.64
"FARNELL COMPONENTS, SL",990-803,,,U,BOQUILLA REDUCTORA,8.74,2016-05-09,3,26.22
"FARNELL COMPONENTS, SL",2409887,,,U,"DURATOOL ML-1 MAGNIFIER, INSPECTION, MACRO LENS, 5-30X",19.83,2016-05-09,1,19.83
"FARNELL COMPONENTS, SL",832546,,,U,"CONTROLADOR, MANGO EN T, HEXAGONAL, 9/64",3.95,2016-05-09,1,3.95
"FARNELL COMPONENTS, SL",3204935,,,U,"Prototyping Board, FR4, Epoxy Glass Composite, 1.6mm, 160mm x 233.4mm",15.66,2016-05-09,3,46.980000000000004
"FARNELL COMPONENTS, SL",3204911,,,U,"Prototyping Board, FR4, Epoxy Glass Composite, 1.6mm, 100mm x 160 mm",9.01,2016-05-09,3,27.03
AMIDATA S.A,606-989,,,U,Lupa binocular para cabeza aumento x2.7,102.17,2016-05-09,1,102.17
AMIDATA S.A,493-6228,,,U,"Carcasa de aluminio Hammond 70007, Shallow Lid - Thin Wall, IP54, 50 x 50 x 25",6.51,2016-05-09,3,19.53
AMIDATA S.A,493-6234,,,U,"Carcasa de aluminio Hammond 70009, Shallow Lid - Thin Wall, IP54, 92 x 92 x 42",12.21,2016-05-09,2,24.42
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,ref 505-FKP3-220/630/5P7 ( Film Capacitors 220pF 630 Volts 5%),0.26,2016-05-03,10,2.6
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,ref 505-FKP3-10063010P7 ( Film Capacitors 100pF 630 Volts 10%),0.2,2016-05-03,10,2.0
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,ref 747-CLA60MT1200NHB (SCR Modules 60 Amps 1200V),4.83,2016-05-03,10,48.3
ABACUS,60584.10,,,U,CARP.CANGUR DIN A4 2A-25 BLANC,3.45,2016-04-18,3,10.350000000000001
ABACUS,60583.04,,,U,CARP.CANGUR DIN A4 2A-40 BLANC,3.95,2016-04-18,3,11.850000000000001
ABACUS,778.24,,,U,BOSSES/SOBRES FUMAT A4,0.4,2016-04-18,10,4.0
"FARNELL COMPONENTS, SL",3178602,,,U,"PISTOLA AIRE CAL, PRO, ENCHUFE EU, 230V",105.19,2016-04-18,1,105.19
"FARNELL COMPONENTS, SL",3178699,,,U,BOQUILLA REDUCTORA,8.74,2016-04-18,1,8.74
AMIDATA S.A,227-980,,,U,"Gaine de cable spiralee, Polietileno (PE), diametro 9 → 32mm",3.22,2016-04-05,2,6.44
AMIDATA S.A,227-974,,,U,"Gaine de cable spiralee, Polietileno (PE), diametro 4 → 25mm",2.5300000000000002,2016-04-05,2,5.06
AMIDATA S.A,227-968,,,U,"Gaine de cable spiralee, Polietileno (PE), diametro 1.5 → 10mm",1.6400000000000001,2016-04-05,2,3.2800000000000002
"STAUBLI ESPANOLA, S.A.",22.2615-21,,,U,Conector banana 2mm SLS205-A,1.01,2016-04-05,50,50.5
"STAUBLI ESPANOLA, S.A.",22.2615-22,,,U,Conector banana 2mm SLS205-A,1.01,2016-04-05,50,50.5
"STAUBLI ESPANOLA, S.A.",60.7017-00121,,,M,Cable 10mm2 seccion ref: 60.7017-00121,5.84,2016-04-05,4,23.36
"STAUBLI ESPANOLA, S.A.",60.7017-00122,,,M,Cable 10mm2 seccion ref:60.7017-00122,5.84,2016-04-05,4,23.36
"STAUBLI ESPANOLA, S.A.",60.7018-00121,,,M,Cable 16mm2 seccion ref:60.7018-00121,10.09,2016-04-05,4,40.36
"STAUBLI ESPANOLA, S.A.",60.7018-00122,,,M,Cable 16mm2 seccion ref:60.7018-00122,10.09,2016-04-05,4,40.36
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),667-PGA26E19BA,,,U,"MOSFET 600VDC, 10A, GaN GIT Eng Prototype Sample",28.07,2016-04-01,5,140.35
AMIDATA S.A,668-3698,,,U,UK to European mains adaptor converter,1.8,2016-03-16,3,5.4
"FARNELL COMPONENTS, SL",3204972,,,U,"PCB, FR4, 233.4X160, DS",17.02,2016-02-25,2,34.04
"FARNELL COMPONENTS, SL",3204959,,,U,"PCB, FR4, 100X160, DS, PHOTORESIST",10.38,2016-02-25,4,41.52
"FARNELL COMPONENTS, SL",1574378,,,U,"Transistor de Union Bipolar Unico, PNP, -45 V, 260 MHz, 625 mW, -800 mA, 400",0.12,2016-02-25,100,12.0
"FARNELL COMPONENTS, SL",1574380,,,U,"Transistor de Union Bipolar Unico, NPN, 45 V, 200 MHz, 625 mW, 800 mA, 400",0.13,2016-02-25,100,13.0
"FARNELL COMPONENTS, SL",1608637,,,U,"KEYSTONE CONECTOR, PCB",0.45,2016-02-25,20,9.0
"FARNELL COMPONENTS, SL",2454267,,,U,"TERMINAL, SOLDER, 20-18AWG, IN-LINE MNT",0.13,2016-02-25,20,2.6
"FARNELL COMPONENTS, SL",9731148,,,U,"Conector de Cable a Placa, Macho Cuadrado, Serie KK 6410, Agujero Pasante, Header, 2, 2.54 mm",0.1,2016-02-25,50,5.0
"FARNELL COMPONENTS, SL",9565051,,,U,"Diodo de Potencia Estandar, Unico, 1 kV, 1 A, 2.5 V, 30 A, 150 °C",0.02,2016-02-25,50,1.0
"FARNELL COMPONENTS, SL",2453271,,,U,"Diodo de Senal Pequena, Unico, 70 V, 200 mA, 1 V, 4 A",0.02,2016-02-25,30,0.6000000000000001
"FARNELL COMPONENTS, SL",1097294,,,U,"Diodo de Senal Pequena, Unico, 100 V, 200 mA, 1 V, 4 ns, 4 A",0.03,2016-02-25,40,1.2
"FARNELL COMPONENTS, SL",9565027,,,U,"Diodo de Recuperacion Estandar, Unico, 400 V, 1 A, 1.1 V, 30 A, 150 °C",0.1,2016-02-25,25,2.5
"FARNELL COMPONENTS, SL",1467502,,,U,"Diodo Rapido / Ultrarapido, Unico, 400 V, 1 A, 1 V, 50 ns, 30 A",0.11,2016-02-25,30,3.3
"FARNELL COMPONENTS, SL",1081177,,,U,"Diodo de Senal Pequena, Unico, 100 V, 200 mA, 1 V, 4 ns, 4 A",0.07,2016-02-25,50,3.5
"FARNELL COMPONENTS, SL",9565523,,,U,"Supresor de Tension Transitoria, TVS, Serie SA, Bidireccional, 24 V, DO-15, 2, 26.7 V",0.15,2016-02-25,25,3.75
"FARNELL COMPONENTS, SL",1216186,,,U,"Diodo Rapido / Ultrarapido, Unico, 400 V, 3 A, 1 V, 50 ns, 150 A",0.33,2016-02-25,25,8.25
"FARNELL COMPONENTS, SL",1779207,,,U,"Diodo Zener Simple, 15 V, 500 mW, DO-35, 5 %, 2, 175 °C",0.04,2016-02-25,25,1.0
"FARNELL COMPONENTS, SL",1097214,,,U,"Diodo Zener Simple, 11 V, 500 mW, DO-35, 5 %, 2, 200 °C",0.04,2016-02-25,40,1.6
"FARNELL COMPONENTS, SL",1779204,,,U,"Diodo Zener Simple, 12 V, 500 mW, DO-35, 5 %, 2, 175 °C",0.05,2016-02-25,25,1.25
"FARNELL COMPONENTS, SL",9844694,,,U,"Diodo Zener Simple, 8.2 V, 500 mW, DO-35, 5 %, 2, 200 °C",0.04,2016-02-25,60,2.4
"FARNELL COMPONENTS, SL",9844163,,,U,"Diodo Zener Simple, 3.3 V, 1 W, DO-41, 5 %, 2, 200 °C",0.17,2016-02-25,25,4.25
"FARNELL COMPONENTS, SL",9844228,,,U,"Diodo Zener Simple, 4.3 V, 1 W, DO-41, 5 %, 2, 200 °C",0.06,2016-02-25,60,3.599999999999999
"FARNELL COMPONENTS, SL",1612405,,,U,"Diodo Zener Simple, 12 V, 1.3 W, DO-41, 5 %, 2, 175 °C",0.09,2016-02-25,30,2.6999999999999993
"FARNELL COMPONENTS, SL",1469417,,,U,"Diodo Zener Simple, 2.7 V, 1.3 W, DO-204AL, 5 %, 2, 175 °C",0.09,2016-02-25,30,2.6999999999999993
"FARNELL COMPONENTS, SL",8648522,,,U,"Transistor MOSFET, Canal N, 5 A, 500 V, 1.4 ohm, 10 V, 4.5 V",0.96,2016-02-25,10,9.6
"STAUBLI ESPANOLA, S.A.",14.0034-21,,,U,ID/S6AR-N-B4S,7.92,2016-02-17,4,31.68
"STAUBLI ESPANOLA, S.A.",14.0034-22,,,U,ID/S6AR-N-B4S,7.92,2016-02-17,4,31.68
"STAUBLI ESPANOLA, S.A.",15.0020-21,,,U,KBT6AR-N/16-S,10.34,2016-02-17,4,41.36
"STAUBLI ESPANOLA, S.A.",15.0020-22,,,U,KBT6AR-N/16-S,10.34,2016-02-17,4,41.36
AMIDATA S.A,321-8894,,,U,"Pinza, Erem, Antimagnetico, Acero Inoxidable, Antiacido",31.36,2016-02-17,1,31.36
"ALCO, SUBMINISTRES PER A LABORATORI, S.A.",1410301611,,,AMP,Acido Formico 98% PRS 1000ml,40.83,2016-02-15,1,40.83
AMIDATA S.A,544-9781,,,U,"ON Semiconductor MMSZ7V5T1G 1 Diodo zener, Simple, 7.5V 5% 0,5 W Montaje superficial 2-Pin SOD-123",0.14,2016-02-11,50,7.000000000000001
AMIDATA S.A,434-8126,,,L,"Condensador ceramico multicapa, Kemet, 4,7μF, ±10%, 16 V dc, X5R dielectrico, Carcasa 1.206",0.11,2016-02-11,25,2.75
AMIDATA S.A,547-3813,,,U,"Optoacoplador Broadcom, HCPL-4506-000E, entrada DC, Salida Inversor, colector abierto, Montaje en orificio pasante",2.14,2016-02-11,10,21.400000000000002
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),80-C1206C475K4P,,,U,Multilayer Ceramic Capacitors MLCC - SMD/SMT 16volts 4.7uF X5R 10%,0.11,2016-02-10,20,2.2
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),863-MMSZ7V5T1G,,,U,Zener Diodes 7.5V 500mW,0.15,2016-02-10,20,3.0
EDMUND OPTICS LTD,57634,,,U,PEN-VAC DISSIPATIVE KIT,42.75,2016-02-09,2,85.5
"FERRETERIA MARANGES, S.A.",BRLK514,,,U,"REMACHE ROSCADO C/ANCHA RANURADO M-3 5x9,75",0.07,2016-02-09,20,1.4
"FERRETERIA MARANGES, S.A.",BRLKC02,,,U,REMACHE ROSCADO INOX M4 C/ANCHA,0.2,2016-02-09,20,4.0
"FERRETERIA MARANGES, S.A.",BRLKC04,,,U,REMACHE ROSCADO INOX M5 C/ANCHA,0.28,2016-02-09,20,5.6
"FERRETERIA MARANGES, S.A.",BRLGG08,,,U,REMACHADORA TUERCAS BRALO TR-105 (TR-100),41.41,2016-02-09,1,41.41
"FARNELL COMPONENTS, SL",9342206,,,U,"Resistencia de Agujero Pasante, Serie MF25, 6.8 ohm, 250 mW, ± 1%, 250 V, Axial",0.13,2016-02-09,10,1.3
"FARNELL COMPONENTS, SL",9343504,,,U,"Resistencia de Agujero Pasante, Serie MF12, 6.8 ohm, 125 mW, ± 1%, 200 V, Axial",0.13,2016-02-09,10,1.3
"FARNELL COMPONENTS, SL",9342834,,,U,"Resistencia de Agujero Pasante, Serie MF12, 2.2 kohm, 125 mW, ± 1%, 200 V, Axial",0.07,2016-02-09,10,0.7000000000000001
"FARNELL COMPONENTS, SL",9341536,,,U,"Resistencia de Agujero Pasante, Serie MF25, 2.2 kohm, 250 mW, ± 1%, 250 V, Axial",0.08,2016-02-09,10,0.8
"FARNELL COMPONENTS, SL",1207923,,,U,"PLUG, AC POWER, PLUG, 16A, 250V, EURO",2.41,2016-02-09,5,12.05
"FARNELL COMPONENTS, SL",1100184,,,U,"Resistencia tipo Chip SMD, Pelicula Gruesa, Serie AEC-Q200 WCR, 510 ohm, 250 mW, ± 1%, 200 V",0.02,2016-02-09,30,0.6000000000000001
"VWR INTERNATIONAL EUROLAB,S.L.",216-1864,,,U,"CRISTALIZADOR SIN PICO, CAPACIDAD 150ML 1 * 1 UN",13.3,2016-02-08,4,53.2
"VWR INTERNATIONAL EUROLAB,S.L.",216-1866,,,U,"CRISTALIZADOR SIN PICO, CAPACIDAD 500ML 1 * 1 UN",21.2,2016-02-08,4,84.8
ABACUS,81784.04,,,U,CINTA DE PAPER TAG BLANC,7.35,2016-01-20,3,22.049999999999997
"FARNELL COMPONENTS, SL",1831351,,,U,MACOR SHEET 100X100X3MM,118.73,2016-01-20,1,118.73
"STAUBLI ESPANOLA, S.A.",66.9117-21,,,U,Test Clip GRIP-B Negro,7.45,2016-01-20,2,14.9
"STAUBLI ESPANOLA, S.A.",66.9117-22,,,U,Test Clip GRIP-B Rojo,7.45,2016-01-20,2,14.9
"STAUBLI ESPANOLA, S.A.",66.9116-21,,,U,Test Clip GRIP-A Negro,4.64,2016-01-20,2,9.28
"STAUBLI ESPANOLA, S.A.",66.9116-22,,,U,Test Clip GRIP-A Rojo,4.64,2016-01-20,2,9.28
AMIDATA S.A,4393334,,,U,"Panel de rack RS 3U, 482.6 x 132.6mm, Negro",22.66,2016-01-19,1,22.66
AMIDATA S.A,722-6874,,,U,"Disipador Fischer Elektronik SK 480/50 SA, para usar con TO-247, TO-220, Montaje Clip, 50 x 28 x 10.3mm",1.51,2016-01-18,5,7.55
"VWR INTERNATIONAL EUROLAB,S.L.",111-3548,,,U,"GAFAS PROTECCION MOD. ARMAMAX, PC CLARO",3.1,2016-01-15,2,6.2
AMIDATA S.A,8606864,,,U,"Calentador de cartucho, 1/4 pulg",11.72,2016-01-14,1,11.72
AMIDATA S.A,4334335,,,U,"Termopar RS, tipo K, Sonda de 70mm",90.71,2016-01-14,1,90.71
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),588-TUW15J10RE,,,U,Wirewound Resistors - Through Hole 15watt 10ohm 5% Axial,0.91,2016-01-12,1,0.91
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),279-SQMWS1010RJ,,,U,Wirewound Resistors - Through Hole SQM10WS 10R 5% LP,0.79,2016-01-12,1,0.79
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),756-WPRT20AB-10,,,U,Wirewound Resistors - Chassis Mount Wirewound Power Radial Terminal,2.48,2016-01-12,1,2.48
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),849-IXDN609SI,,,U,Gate Drivers 9-Ampere Low-Side Ultrafast MOSFET,2.15,2016-01-12,10,21.5
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),849-IXDD609D2TR,,,U,Gate Drivers 9-Ampere Low-Side Ultrafast MOSFET,1.28,2016-01-12,10,12.8
"FARNELL COMPONENTS, SL",1296775,,,U,"Heating Element, For Duratool 88A to 201A Soldering Irons",3.18,2016-01-12,4,12.72
"FARNELL COMPONENTS, SL",1457464,,,U,"Condensador de Tantalio SMD, Serie T491, 10 µF, ± 10%, 35 V, 2312",0.52,2016-01-12,15,7.800000000000001
"FARNELL COMPONENTS, SL",1469751,,,U,"Resistencia tipo Chip SMD, Pelicula Gruesa, Serie AEC-Q200 CRCW, 10 ohm, 100 mW, ± 1%, 75 V",0.02,2016-01-12,20,0.4
"FARNELL COMPONENTS, SL",1652856,,,U,"Resistencia tipo Chip SMD, Pelicula Gruesa, Serie AEC-Q200 CRCW, 20 ohm, 100 mW, ± 1%, 75 V",0.02,2016-01-12,20,0.4
"FARNELL COMPONENTS, SL",2057845,,,U,"Resistencia tipo Chip SMD, Pelicula Gruesa, Serie AEC-Q200 ERJ, 2.2 kohm, 250 mW, ± 5%, 200 V",0.02,2016-01-12,20,0.4
"FARNELL COMPONENTS, SL",1812485,,,U,"Diodo Rectificador, Unico, 40 V, 2 A, SMD, 2, 550 mV",0.27,2016-01-12,10,2.7
"FARNELL COMPONENTS, SL",2112977,,,U,"Condensador de Tantalio, Serie MCTA, 10 µF, ± 10%, 35 V, Con Conexion Radial, 2.5 mm",0.99,2016-01-12,30,29.7
"FARNELL COMPONENTS, SL",1565409,,,U,"Resistencia de Agujero Pasante, Serie MFP, 6.8 ohm, 1 W, ± 5%, 350 V, Axial",0.11,2016-01-12,10,1.1
"FERRETERIA MARANGES, S.A.",3220U06,,,BORSA,BOLSA 100 TORNILLO ALLEN DIN-912 A-2 INOX 3x6,1.35,2017-11-24,1,1.35
"FERRETERIA MARANGES, S.A.",3220S06,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 2x6,3.06,2017-11-24,1,3.06
"FERRETERIA MARANGES, S.A.",3220U10,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 3x10,1.55,2017-11-24,1,1.55
"FERRETERIA MARANGES, S.A.",3220U12,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 3x12,1.25,2017-11-24,1,1.25
"FERRETERIA MARANGES, S.A.",3221408,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 4x8,1.67,2017-11-24,1,1.67
"FERRETERIA MARANGES, S.A.",3221416,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 4x16,2.46,2017-11-24,1,2.46
"FERRETERIA MARANGES, S.A.",3221E12,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 5x12,2.83,2017-11-24,1,2.83
"FERRETERIA MARANGES, S.A.",3221E25,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 5x25,1.51,2017-11-24,1,1.51
"FERRETERIA MARANGES, S.A.",3221O10,,,BORSA,TORNILLO ALLEN DIN-912 A-2 INOX 6x10,1.15,2017-11-24,1,1.15
"FERRETERIA MARANGES, S.A.",3221O25,,,BORSA,BOLSA TORNILLO ALLEN DIN-912 A-2 INOX 6x25,1.48,2017-11-24,1,1.48
"FERRETERIA MARANGES, S.A.",OPAC,,,BORSA,TORNILLO NYLON DIN-963 3x12,5.0,2017-11-24,1,5.0
"FERRETERIA MARANGES, S.A.",OPAC,,,BORSA,TORNILLO NYLON DIN-963 3x30,5.55,2017-11-24,1,5.55
"FERRETERIA MARANGES, S.A.",OPAC,,,BORSA,TORNILLO NYLON DIN-963 4x40,3.44,2017-11-24,1,3.44
"FERRETERIA MARANGES, S.A.",OPAC,,,BORSA,TORNILLO NYLON DIN-963 5x40,2.23,2017-11-24,1,2.23
"FERRETERIA MARANGES, S.A.",3760K00,,,BORSA,TUERCA DIN-934 A-2 INOX M-2,1.51,2017-11-24,1,1.51
"FERRETERIA MARANGES, S.A.",3760U00,,,BORSA,TUERCA DIN-934 A-2 INOX M-3,1.51,2017-11-24,1,1.51
"FERRETERIA MARANGES, S.A.",3040K00,,,BORSA,ARANDELA PLANA DIN-125 A-2 INOX 2MM,0.5,2017-11-24,1,0.5
"FERRETERIA MARANGES, S.A.",3040U00,,,BORSA,ARANDELA PLANA DIN-125 A-2 INOX 3MM.,0.5,2017-11-24,1,0.5
"FERRETERIA MARANGES, S.A.",3041400,,,BORSA,BOLSA ARANDELA PLANA DIN-125 A-2 INOX 4MM.,0.5,2017-11-24,1,0.5
"FERRETERIA MARANGES, S.A.",2040U00,,,BORSA,BOLSA ARANDELA PLANA DIN-125 NYLON 3MM,2.36,2017-11-24,1,2.36
"FERRETERIA MARANGES, S.A.",2041404,,,BORSA,BOLSA ARANDELA PLANA DIN-125 NYLON 4MM,5.99,2017-11-24,1,5.99
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),565-1894,,,U,Test Plugs & Test Jacks BNC TO BANANA PL,9.47,2017-11-23,6,56.82000000000001
AMIDATA S.A,235-8569,,,U,"Conector hembra de 4 mm HCK 23.3060-22, 1kV, 32A, Rojo, Laton, Oro, Hembra, Pestana, 33mm",2.77,2017-11-23,15,41.55
AMIDATA S.A,235-8575,,,U,"Conector hembra de 4 mm HCK 23.3060-21, 1kV, 32A, Negro, Laton, Oro, Hembra, Pestana, 33mm",2.77,2017-11-23,15,41.55
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),536-18845LG,,,U,"Hearing & Vision Aids WAVE LED Mag 45\""arm 35-diopter lens 120V",348.5,2017-11-22,1,348.5
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),653-Y92B-N50,,,U,Heat Sinks TRK MT HEAT SINK G3N,13.15,2017-11-21,2,26.3
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),653-Y92B-P100,,,U,Heat Sinks HEAT SINK,41.29,2017-11-13,1,41.29
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),653-Y92B-N100,,,U,Heat Sinks TRK MT HEAT SINK G3N,23.67,2017-11-13,2,47.34
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref: 833-SMBJP6KE550CA-TP. ESD Suppressors / TVS Diodes 760V 600W 0.8A,0.38,2017-11-13,10,3.8
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref: 603-RC0805JR-070RL. Thick Film Resistors - SMD ZERO OHM JUMPER,0.0,2017-11-13,100,0.0
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref. 71-CPF11R0000FKEE6. Metal Film Resistors - Through Hole 1watt 1ohms 1%,0.62,2017-11-06,10,6.2
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref. 603-MFR-25FTF52-1K. Metal Film Resistors - Through Hole 1/4W 1K Ohm 1%,0.04,2017-11-06,20,0.8
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref. 630-ACNW3190-000E. Logic Output Opto-couplers 5.0A IGBT Gate Drive,3.39,2017-11-06,10,33.9
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref. 810-FA26X7R2A15400. Multilayer Ceramic Capacitors MLCC - Leaded 0.15uF 100volts X7R LS=5mm AEC-Q200,0.35000000000000003,2017-11-06,10,3.5
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),595-DCP020507U,,,U,Ref. 595-DCP020507U. Isolated DC/DC Converters Mini 2W Iso Unreg DC/DC Converter,8.4,2017-11-06,5,42.0
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,Ref. 595-DCP020503U. Isolated DC/DC Converters Mini 2W Iso Unreg DC/DC Converter,8.4,2017-11-06,5,42.0
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),849-IXDN614PI,,,U,Gate Drivers 14-Ampere Low-Side Ultrafast MOSFET,1.88,2017-10-27,10,18.799999999999997
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),-,,,U,ref: 499-GS66516T-E02-MR. MOSFET 650V 60A E-Mode GaN,55.11,2017-10-27,5,275.55
FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),941-C5D50065D,,,U,"Schottky Diodes & Rectifiers SIC SCHOTTKY DIODE 650V, 50A",21.93,2017-10-23,5,109.65
"VWR INTERNATIONAL EUROLAB,S.L.",229-0146,,,BORSA,"Boquillas cilindricas en T para la conexion de mangueras, resistente a temperaturas de hasta +160° C, resistente a productos quimico s, esterilizable 1 * 10 UN",11.0,2017-10-20,1,11.0
"VWR INTERNATIONAL EUROLAB,S.L.",229-7421,,,U,TAP STRAIGHT PASS.8MM PVDF 1 * 1 UN,13.2,2017-10-20,1,13.2
"VWR INTERNATIONAL EUROLAB,S.L.",229-7427,,,U,STOPC.3WAY T PASS.5MM PVDF 1 * 1 UN,20.6,2017-10-20,1,20.6
"ADLER INSTRUMENTOS, S.L.",EC-CTHSP,,,U,"Coaxial Tip Holder Spring, EVERBEING (not curved arm)",128.0,2017-10-10,5,640.0
"ADLER INSTRUMENTOS, S.L.",EB-P15-51,,,CAIXA,"BeCu Spring Probe Tip. 15mm Length 0.51mm Shank Diameter,box of 10 pc, Everbeing.",133.0,2017-10-10,1,133.0
"ADLER INSTRUMENTOS, S.L.",EB-T20-3,,,CAIXA,"Tips,0.3 micron diam. Solid Tungsten, 10 PC/Box, EVERBEING.",106.0,2017-10-10,2,212.0
"ADLER INSTRUMENTOS, S.L.",EB-T20-10,,,CAIXA,"Tips,1 micron diam. Solid Tungsten, 10 PC/Box, EVERBEING.",77.0,2017-10-10,2,154.0
"ADLER INSTRUMENTOS, S.L.",EB-T20-50,,,CAIXA,"5 um diam. tungsten Tip, box of 10 units, Everbeing.",64.0,2017-10-10,1,64.0
